"_id","type","name","surname","address","date","description","photo","sourceName","sourceLink","lngLat","job","photoCredits"
11,"stone","Ilka","Vitale","via Filangieri 4","(1906-1944)","Ebrea, nel 1943 per sfuggire alla deportazione si nascose con la famiglia in Valle d’Aosta, dove venne catturata nel dicembre 1943. Venne incarcerata ad Aosta e successivamente trasferita nel campo di Fossoli. Arrivò ad Auschwitz nel febbraio 1944 e morì immediatamente.","https://upload.wikimedia.org/wikipedia/commons/1/17/Stolperstein_für_Ilka_Vitale_In_Jona.JPG","Museo Diffuso Torino","http://pietre.museodiffusotorino.it","[7.6705633,45.0550801]",,
12,"stone","Itala","Lattes","via Passalaqua 6","(1886-1943)","Itala possedeva e gestiva il negozio “L’arte del rammendo”, allo stesso indirizzo in via Passalaqua, dove lavorava come rammendatrice. Venne arrestata in quanto ebrea insieme alla sorella Edvige mentre visitavano il fratello Leone alle carceri Nuova. Venne trasferita a Milano, e nel dicembre 1943 deportata ad Auschwitz, All’arrivo al campo, Itala non superò la selezione iniziale e venne uccisa il giorno stesso insieme alla sorella.","https://upload.wikimedia.org/wikipedia/commons/0/0e/Stolperstein_für_Itala_Lattes.JPG","Museo Diffuso Torino","http://pietre.museodiffusotorino.it","[7.6700084,45.074602]","rammendatrice",
13,"stone","Eleonora","Levi","corso Massimo D’Azeglio 12","(1884-1944)","Ebrea, fu arrestata nel marzo 1944. In seguito ad una delazione fu prelevata dai nazisti nella clinica in cui era ricoverata in seguito ad una grave operazione chiururgica. Fu incarcerata alle Nuove, poi a Fossoli e successivamente ad Auschwitz dove fu uccisa al suo arrivo, il 10 aprile 1944.","https://upload.wikimedia.org/wikipedia/commons/0/0f/Stolperstein_für_Eleonora_Levi.JPG","Museo Diffuso Torino","http://pietre.museodiffusotorino.it","[7.6861642,45.0576248]",,
14,"stone","Germana","Garda","via Fratelli Carle 6","(1904-non pervenuta)","Ebrea, fu arrestata nel febbraio 1944 insieme al marito e ai figli. Venne detenuta al campo di Fossoli e successivamente trasferita ad Auschwitz dove si persero le sue tracce.","https://upload.wikimedia.org/wikipedia/commons/6/69/Stolperstein_für_Germana_Garda_In_Levi.JPG","Museo Diffuso Torino","http://pietre.museodiffusotorino.it","[7.6627445,45.0525678]",,
15,"stone","Adua","Nunes","via della Consolata 8","(1902-1945)","In quanto ebrea, con l’occupazione nazista, dovette nascondersi per sfuggire all’arresto e alla deportazione. Venne arrestata nel marzo 1944 a Moncalieri, dove si era trasferita dopo che la casa di famiglia era stata distrutta dai bombardamenti. Venne deportata ad Auschwitz in data sconosciuta, e in seguito trasferita a Dachau, dove morì nel gennaio 1945.","http://digital-library.cdec.it/cdec-web/imageViewPort/fotografico/1024?nomeImg=/207-D1-Deportati-Torino-CRDE/207-250-Funaro-Ada.jpg","Museo Diffuso Torino","http://pietre.museodiffusotorino.it","[7.6778066,45.075335]",,"CDEC Digital Library"
16,"stone","Lidia ""Pucci""","Tedeschi","via Aurelio Saffi 13","(1925-1945)","Ebrea, fu arrestata nell'ottobre 1943 da componenti delle Brigate nere, insieme alla madre, che era accorsa per cercare di salvarla. Detenuta presso Le Nuove di Torino, venne poi trasferita a Milano. Arrivò ad Auschwitz l’11 dicembre 1943. Lidia morì subito dopo la Liberazione, nel gennaio 1945.","https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Stolperstein_für_Lidi_Pucci_Tedeschi.JPG/248px-Stolperstein_für_Lidi_Pucci_Tedeschi.JPG","Museo Diffuso Torino","http://pietre.museodiffusotorino.it","[7.6520301,45.0746178]",,
17,"stone","Marianna","Sacerdote","via Amedeo Avogadro 19","(1874-1944)","Ebrea, venne arrestata a Chieri nel febbraio 1944 da reparti tedeschi e detenuta alle carceri Nuove di Torino. Fu trasferita al campo di Fossoli e successivamente deportata ad Auschwitz. Marianna fu tra le donne che non superarono la selezione e fu uccisa al suo arrivo nel lager il 10 aprile 1944.","http://digital-library.cdec.it/cdec-web/imageViewPort/fotografico/1024?nomeImg=/207-D1-Deportati-Torino-CRDE/207-545-Sacerdote-Marianna.jpg","Museo Diffuso Torino","http://pietre.museodiffusotorino.it","[7.671738,45.0698666]",,"CDEC Digital Library"
18,"stone","Lina","Zargani","corso Cairoli 32","(1892-non pervenuta)","Ebrea, fu arrestata dalle SS a Ronco Biellese (VC) in seguito a una delazione anonima. Detenuta presso le carceri Nuove di Torino, fu trasferita a Milano e successivamente deportata ad Auschwitz nel dicembre 1943. L’immatricolazione di Lina e il luogo e la data della sua morte (che avvenne in prigionia) restano sconosciuti.","https://upload.wikimedia.org/wikipedia/commons/d/d9/Stolperstein_für_Lina_Zargani.JPG","Museo Diffuso Torino","http://pietre.museodiffusotorino.it","[7.6907811,45.0591135]",,
19,"woman","Ernestina","Prola","piazza Carlo Felice",,"Prima torinese a conseguire la patente nel 1907. La sua patente venne rinnovata per molti anni: guidò fino al 1954 quando a 78 anni si spense nel suo alloggio di Piazza Carlo Felice.","https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Alice_Ramsey_ggbain.03065.jpg/1024px-Alice_Ramsey_ggbain.03065.jpg",,,"[7.6799207,45.0632501]",,
20,"stone","Libera","Arduino","via Moncrivello 1","(1929-1945)","Sorella di Vera Arduino. Le due sorelle lavoravano in due fabbriche torinesi, ma, durante la Resistenza, partecipavano attivamente alla lotta contro i fascisti: Libera si occupava dell'assistenza alle famiglie dei partigiani imprigionati o uccisi.  La notte dell’11 Marzo del 1945 fu catturata da fascisti appartenenti alle Brigate nere che per entrare a casa Arduino si erano finti partigiani. Assieme a lei furono arrestati il padre e la sorella Vera, oltre ad alcuni vicini, tra cui Rosa Ghizzone. Il padre fu fucilato la sera stessa in Corso Belgio. Libera e Vera, trattenute per due giorni assieme a Rosa Ghizzone, furono trucidate la notte fra il 12 e il 13 Marzo del 1945 sulla sponda del Canale Pellerina a Torino.","https://upload.wikimedia.org/wikipedia/it/c/c4/Libera_Arduino.jpg","""Donne piemontesi nella lotta di liberazione: 99 partigiane cadute, 185 deportate, 38 cadute civili"", Commissione femminile dell’ANPI provinciale, Torino 1953",,"[7.7084599,45.0889979]","componente della ventesima brigata cittadina delle SAP (Squadre di azione patriottica) ",
21,"woman","suor Giuseppina","De Muro","corso Vittorio 127 ","(non pervenuta-1965)","Si dedicò per anni all'assistenza alle carcerate delle carceri Nuove, e ai loro bambini. Le detenute provengono dai rastrellamenti, sono accusate di antifascismo, spesso giovanissime. Suor Giuseppina se ne prende cura come una sorella e si rivolge a benefattori e amici per far arrivare loro cibo e vestiti. Istituisce corsi di ricamo, cucito e stireria, cercando di rendere attive e rieducare le donne private della libertà.",,"""La suora sarda che a Torino sfidò i nazisti"", La Donna Sarda","http://www.ladonnasarda.it/magazine/chi-siamo/6341/la-suora-sarda-che-a-torino-sfido-i-nazisti.html","[7.6609726,45.0688747]","suora dell'ordine delle Figlie della Carità di San Vincenzo de' Paoli",
22,"woman","Felicita","Ferrero","carceri Nuove ","(1899-1984)","Si avvicinò alla politica attiva durante le mobilitazioni contro la guerra entrando nei gruppi giovanili e femminili socialisti. Nonostante gli anni vissuti in prigionia per attività antifasciste, ha sempre vissuto con fierezza la propria libertà. Non fu mai una portavoce dell’emancipazione femminile poiché convinta che la lotta di classe non dovesse fare divisioni tra uomini e donne. Quando tornò a Torino dopo aver vissuto per diverso tempo in Unione Sovietica, trovò la sua città disastrata dalla guerra ma gratificata dalla vittoria contro il fascismo. Qui iniziò a lavorare come segretaria di redazione prima e, come archivista poi, all’Unità. Dopo la rivolta ungherese, nell’ottobre del 1956, Felicita si sentì costretta a lasciare il partito, allontanandosi definitivamente dalla politica. Morì a Torino nel 1984 restando fedele, sino alla fine, agli ideali del socialismo umanitario.",,"""Felicita Ferrero"", Città a misura di donna, blog","https://cittaamisuradidonna.wordpress.com/2017/05/12/felicita-ferrero-1899-1984/","[7.6605,45.068009]","cucitrice, impiegata in officina",
23,"woman","Anna Rosa","Gallerio Girola","via Cernaia","(1912-2010)","Nel pieno della guerra, Anna Rosa iniziò la carriera giornalistica alla redazione torinese del quotidiano L’Italia. Partecipò alla lotta partigiana e fu componente del Comitato di liberazione nazionale regionale, come esponente della Democrazia Cristiana e rappresentante dei Gruppi di Difesa della donna. Fu la prima donna cronista ad occuparsi di cronaca sindacale e della tutela dei diritti femminili. Fu la prima donna eletta nel consiglio provinciale di Torino e tra il 1951 e il 1970 ricoprì la carica di assessore all'Assistenza.",,,,"[7.6732458,45.0718137]","cronista sindacale, assessora all'Assistenza",
24,"woman","Elettra","Bruno","via Mazzini 12","(1886-1983)","Madre di Paolo e Giorgio Diena, partigiani. Suo marito Giuseppe fu incarcerato in Germania e morì per i maltrattamenti subiti. Dopo la guerra si dedicò ai carcerati, intrattenendo con loro diversi rapporti epistolari.",,"""Per via invisibile"", A. Cavaglion, il Mulino, Bologna 1998",,"[7.684003,45.062821]",,
25,"woman","Ersilia","Sampieri","piazza Castello 25","(1877-1955)","Definita la signora del varietà, o la ""Sarah Bernhard del caffè-concerto"". Pur avendo attraversato un'infanzia difficile, a causa della precoce perdita dei genitori, partecipò sin da piccola allo spettacolo di una compagnia lirica di cantanti giovanissimi che recitavano Il barbiere di Siviglia. Fu solo l'inizio di una felice carriera che la portò a cantare brani della tradizione napoletana nei più importanti teatri italiani e stranieri.Si dice che fosse tra le prime donne a indossare i pantaloni e a viaggiare in aereo.",,"""Ersilia Sampieri"", Wikipedia","https://it.wikipedia.org/wiki/Ersilia_Sampieri","[7.6859516,45.0700328]","cantante",
26,"woman","Gea","della Garisenda","via Andrea Doria 15","(1878-1961)","Il suo più grande successo lo ebbe nel 1911, quando, al Teatro Balbo di Torino, l'8 settembre, lanciò l'inno patriottico A Tripoli, connesso alla Guerra di Libia salutata da Tommaso Marinetti come ""la rossa vacanza del genio"", che successivamente divenne notissimo con il primo verso della strofa, Tripoli bel suol d'amore. In quell'occasione sembra sia comparsa sul palcoscenico vestita unicamente del tricolore, cosa scandalosa per l'epoca. La canzone le procurò tanta fama che il pubblico identificò il suo nome col celebre inno patriottico. Il Teatro Balbo fu poi distrutto dai bombardamenti dell'8 e 13 agosto 1943.","http://www.hotel-mare-riviera-romagnola.com/wp-content/upLoads/Gea.jpg",,,"[7.6842789,45.0641646]","cantante",
27,"woman","Rosa","Ghizzone","corso Sempione 136","(1920-1946)","Parte dei “Gruppi di Difesa della Donna” nella zona di Barriera di Milano, fu staffetta della Brigata Rivalta. Fu arrestata la sera del 12 marzo 1945 insieme al marito e alle sorelle Arduino. Le tre donne furono poi portate al Martinetto, sulla sponda del canale della Pellerina. Rosa riuscì a scappare e buttarsi nell’acqua gelida e trovò momentanea salvezza sotto un ponte nelle vicinanze. Colpita alla schiena da una scarica di mitra, riuscì ad uscire a stento dall’acqua, e trascinarsi in una casa vicina dove alcuni partigiani si presero cura di lei. Venne trasportata in un luogo sicuro, ma malgrado le amorose cure, non si ristabilì più. Morì l’8 maggio 1946.",,,,"[7.696334,45.0975524]","staffetta della Brigata Rivalta",
28,"woman","Cornelia","Benissone","corso Vercelli 113","(1915-2013)","A poco più di otto anni organizzò nella sua scuola uno sciopero contro i fascisti. Dopo le elementari lavorò come apprendista in una pelletteria e frequentò le scuole serali. Dal 1943 accolse in casa ex prigionieri inglesi. Dal 1944 fu responsabile dei Gruppi di difesa della donna in tutta la città di Torino. Dopo la Liberazione diventò responsabile femminile per l'organizzazione provinciale del PCI.",,,,"[7.6911406,45.0951914]","responsabile dei Gruppi di difesa della donna",
29,"woman","Irene","Castagneris","via Desana","(1906-1989)","Operaia tessile addetta ai telai della filatura Mazzonis. A quindici anni si iscrisse al Partito socialista con altre amiche e successivamente al Partito comunista. Nel 1922 venne arrestata per un breve periodo per aver distribuito volantini vietati. Nel 1943 entrò nell’organizzazione militare del Partito comunista, non solo portando le armi e l’esplosivo ma partecipando attivamente alle azioni. Visse a Torino in clandestinità fino alla Liberazione, continuando il suo compito di staffetta.",,"“Compagne”, Bianca Guidetti Serra - Einaudi",,"[7.6907037,45.0965026]","operaia tessile addetta ai telai della filatura Mazzonis",
30,"woman","Ortensia","Fabbris","via Lauro Rossi 43","(1920-1945)","Staffetta partigiana del 4° Settore SAP. Morì il 7 giugno 1945, dopo un'operazione.",,,,"[7.6900239,45.0958483]","staffetta e infermiera",
31,"woman","Caterina Angela","Fenoglietto","corso Vercelli 113","(1890-1977)","Rimasta orfana a 11 anni, venne messa in collegio fino a 17, dove ricevette un’educazione cattolica. Caterina era una ricamatrice, ma si adattava a qualsiasi lavoro. Lavorò alle forniture militari, nelle poltrone Frau, nel calzaturificio, alla sera ricamando abiti da sposa. Dopo l’8 settembre nascose insieme al marito nella loro abitazione soldati sbandati, riuscendo a farli espatriare in Svizzera. Nel marzo 1944 morì il marito e lei prese il suo posto andando a portare aiuti e notizie alle famiglie dei partigiani. Fino alla fine della guerra Caterina continuerò a nascondere i partigiani nella sua abitazione prendendosi cura di loro.",,"“Compagne”, Bianca Guidetti Serra - Einaudi",,"[7.6911406,45.0951914]","ricamatrice",
32,"woman","Palma","Gasparoni","via G. Gallina","(1905-1994)","Nata in una famiglia di operai in Veneto, si trasferì a Torino nel 1918. Dal 1927, insieme alla sorella e ad altre donne, aiutò dei soldati inglesi a scappare in montagna. Nel 1944 venne chiamata all’Istituto Saracco e iniziò a fare la staffetta tra l’Istituto e la montagna. Lavorò molto con le sorelle Arduino.",,"“Compagne”, Bianca Guidetti Serra - Einaudi",,"[7.710218,45.0919492]","staffetta",
33,"woman","Clementina","Sussetto","via Trino 4","(1909-1945)","Operaia di idee democratiche, nel maggio del 1944 entrò a far parte della Resistenza, sotto il nome di copertura “Leonessa”, con l’incarico di staffetta e propagandista. Arrestata dalle Brigate nere nel febbraio 1945, venne seviziata, torturata e fucilata con il fratello Augusto il 12 febbraio 1945 lungo la discesa dei murazzi del Po, all’altezza dei portici di piazza Vittorio.",,,,"[7.6950392,45.0703561]","operaia, staffetta e propagandista",
34,"woman","Vera","Arduino","via Cimarosa 30","(1926-1945)","Sorella di Libera Arduino. Operaia dell'industria dolciaria Wamar, faceva la staffetta tra Barriera di Milano e i partigiani in montagna. Faceva parte dei Gruppi di difesa della donna.  La notte dell’11 Marzo del 1945 fu catturata da fascisti appartenenti alle Brigate nere che per entrare a casa Arduino si erano finti partigiani. Assieme a lei furono arrestati il padre e la sorella Libera, oltre ad alcuni vicini, tra cui Rosa Ghizzone. Il padre fu fucilato la sera stessa in Corso Belgio. Vera e Libera, trattenute per due giorni assieme a Rosa Ghizzone, furono trucidate la notte fra il 12 e il 13 Marzo del 1945 sulla sponda del Canale Pellerina a Torino.",,,,"[7.7074824,45.088522]","operaia dell'industria dolciaria Wamar",
35,"woman","Bella","Hutter","corso Vittorio Emanuele II, 108","(1899-non pervenuta)","Nata a Kiev, da giovane si diplomò in pianoforte presso il conservatorio della città. Con il marito lasciò la Russia e si stabilì a Torino dove nel 1923 fondò l'omonima scuola di danza, tuttora attiva e riconosciuta. Bella fu una donna anticonformista, curiosa, artistica e continuò ad insegnare fino agli ottant'anni.",,,,"[7.6648744,45.0680501]","pianista e ballerina",
36,"woman","Susanna","Egri","corso Re Umberto, 77","(1926- in vita)","Nata a Budapest, fondò a Torino la famosa scuola di danza nel 1953. Suo padre era il famoso Ernest Egri Erbstein, ebreo ungherese allenatore del Torino, che morì a Superga con tutta la squadra il 4 maggio 1949, nello schianto dell'aereo in cui viaggiava.","https://upload.wikimedia.org/wikipedia/commons/7/77/Susanna_Egri.jpeg","""Susanna Egri"", Wikipedia","https://it.wikipedia.org/wiki/Susanna_Egri","[7.6684586,45.0558804]","ballerina e coreografa",
37,"woman","Rita","Levi Montalcini","via Pietro Palmieri 58","(1909-2012)","Il giorno in cui la sua tata morì di cancro Rita decise che, nella sua Torino, avrebbe studiato medicina. A vent’anni malgrado il parere contrario dei genitori entrò alla scuola medica dello straordinario Giuseppe Levi iniziando a studiare il cervello. Le piaceva così tanto il suo lavoro che quando nel 1938 si laureò la gioia fu immensa per lei e per la sua famiglia che, nonostante l’epoca, aveva deciso alla fine di accogliere i desideri della figlia. Il clima di quegli anni però era teso. Fu in seguito all’emanazione delle leggi razziali che Rita non poté più lavorare in università e fu costretta ad abbandonare il suo lavoro per fuggire in Belgio insieme al suo professore, ebreo come lei. Senza avere un attimo di tregua e lavorando di nascosto, Rita continuò a portare avanti la sua passione fino a quando i nazisti invasero il Belgio e si trovò a fuggire ancora e ancora. Tornò clandestinamente in Italia. Era ormai il 1943 quando arrivata in Italia decise che doveva partecipare attivamente alla Resistenza lavorando come medico presso un campo rifugiati di guerra. Passarono gli anni e nel 1947 decise di trasferirsi negli Stati Uniti per perfezionare i suoi studi sul sistema nervoso. Per la scoperta nel 1952 del NGF (Nerve Growth Factor), una proteina determinante nello sviluppo delle cellule nervose e per tutto il suo lavoro nel campo dellaneurobiologia, Rita ricevette nel 1986 il Nobel per la medicina. Fu anche Insignita in Italia della carica di senatrice a vita nel 2001. Rita Levi-Montalcini si è spenta nel 2012 all'età di 103 anni dopo una vita tanto intensa quanto ricca.","https://it.wikipedia.org/wiki/Rita_Levi-Montalcini#/media/File:Rita_Levi_Montalcini.jpg","""Rita Levi Montalcini"", Città a misura di donna, blog","https://cittaamisuradidonna.wordpress.com/2017/04/22/rita-levi-montalcini-1909-2012/","[7.6595156,45.0718366]","neurologa, premio Nobel per la medicina","Presidenza della Repubblica"
38,"woman","Giorgina","Levi","via Cibrario","(1910-2011)","Dopo la laurea in Lettere all'Università di Torino insegnò presso il Liceo classico Vincenzo Gioberti. Saggista e storica, studiosa del movimento operaio, dell'ebraismo e dell'America Latina, nel 1939 dovette emigrare in Bolivia con il marito, il medico ebreo Heinz Arian, a seguito della promulgazione delle leggi razziali. Rientrata in Italia nel 1946, svolse un'intensa attività politica nel Partito Comunista Italiano, che ha rappresentato prima come consigliere comunale a Torino e poi come membro della Camera dei deputati (1963-1972), dove ricoprì anche la carica di segretario della VIII commissione (Istruzione e Belle arti) (1968-1972).","https://it.wikipedia.org/wiki/Giorgina_Arian_Levi#/media/File:Giorgina_Arian_Levi.jpg","""Georgina Arian Levi"", Wikipedia","https://it.wikipedia.org/wiki/Giorgina_Arian_Levi","[7.6586871,45.0804993]","insegnante, scrittrice, politica",
39,"woman","Anna","Anselmo","corso Giovanni Agnelli, 200","(1989-1991)","Nata in una famiglia operaia di simpatie socialiste, a dieci anni fu costretta a interrompere gli studi per iniziare a lavorare in un maglificio. Si trasferì a Torino nel 1911 quando il padre trovò lavoro alla Fiat. Dopo la Prima guerra mondiale iniziò a militare nel Partito socialista italiano (Psi) e partecipò attivamente all’occupazione delle fabbriche del Settembre del 1920. A causa di questa sua attività politica perse il lavoro. Assunta alla Fiat nel 1921, lavorò prima allo stabilimento del Lingotto e successivamente a Mirafiori. Dopo la Liberazione aderì al Partito comunista italiano (Pci) e ritornò a lavorare al Lingotto, dove dal 1949 fece parte della Commissione interna. Negli anni successivi si occupa attivamente dei diritti delle donne lavoratrici. Diventò consigliera solo nel 1959, quando subentrò a un compagno di partito dimissionario. Si trasferì a Grugliasco, dove nel 1960 fu eletta consigliera comunale e nominata Assessora supplente all’assistenza e all’infanzia. Rieletta consigliera nel 1964, rimase in carica fino al 1970.","https://commons.wikimedia.org/wiki/File:Fiat_Mirafiori.jpg","Museo Torino","http://www.museotorino.it/view/s/8b80ebdc938d4dfdb862a4b3ce0c024a","[7.6363989,45.0271059]","operaia, consigliera comunale, assessora",
40,"woman","Anna","Cerchi","via Livorno, 60","(1924-2006)","Partigiana, venne arrestata dalle SS il 19 marzo 1944 e incarcerata alle Nuove. Fu deportata in Germania nei campi di Ravensbrück, Berlin-Schönefeld e Sachsenhausen, dove ,per un esperimento pseudomedico, le estrassero 15 denti senza anestesia. Venne liberata dai russi il 28 aprile 1945, durante una marcia della morte da Schönefeld a Ravensbrück.  Dal 1949 lavorò come oepraia alla FIAT Ferriere per oltre trent'anni. Ha raccontato la sua testimonianza alle nuove generazioni raccontando ""in me la voglia di vivere era più forte del male"".",,"""Testimonianze dai lager"", Rai","http://www.testimonianzedailager.rai.it/testimoni/pdf/test_30dati.pdf","[7.670802,45.0882417]","operaia, partigiana",
41,"woman","Ada","Prospero Gobetti","via XX Settembre 60","(1902-1968)","Figlia di un commerciante di frutta immigrato a Torino dalla Valle di Blenio (Ticino) ,ancora studentessa al Liceo classico Vincenzo Gioberti di Torino, diede il suo contributo a diverse riviste. In quegli anni fu testimone delle rivolte operaie del Biennio Rosso torinese alle quali guardava con interesse e per cui espresse un'appassionata solidarietà. Nel 1925 si laureò in Filosofia e in seguito si dedicò all'insegnamento ed a studi letterari e pedagogici. Ada nel 1928 vinse una cattedra di lingua e letteratura inglese e insegna per alcuni anni a Bra e Savigliano. Dal 1936 insegnò al ginnasio Balbo di Torino. In quegli anni rafforzò la propria amicizia con Croce che la sprona a proseguire i propri studi ed a compiere le prime traduzioni dall'inglese con le quali introdurrà in Italia gli scritti di Benjamin Spock. Negli anni precedenti all'8 settembre 1943, la casa di Ada Gobetti costituì un punto di riferimento per l'antifascismo intellettuale e per gli ambienti legati al movimento Giustizia e libertà.  Nel 1943, durante la Resistenza, coordinò le bande partigiane. Nel 1943 fondò i Gruppi di difesa della donna con Maria Bronzo Negarville (PCI), Irma Zampini (PLI), Medea Molinari (PSI) e Anna Rosa Gallesio (DC). Si prodigò per la nascita del Movimento femminile Gl. Finita la guerra, venne insignita della medaglia d'argento al valore militare. Nel 1945 partecipò a Parigi alla fondazione della Federazione internazionale democratica delle donne. Dopo la Liberazione fu la prima donna a venire nominata vicesindaco di Torino. Morì il 14 marzo 1968 nella sua casa in borgata Reaglie e venne sepolta nel cimitero di Sassi a Torino.","https://upload.wikimedia.org/wikipedia/it/8/87/Ada_Gobetti.jpg","""Ada Gobetti"", Wikipedia","https://it.wikipedia.org/wiki/Ada_Gobetti","[7.6825063,45.0698282]","insegnante, traduttrice, giornalista, partigiana",
42,"woman","Espedita","Martinoli","via Fabro 6",,"In via Fabro 6 viene fondato il Partito d'Azione. Espedita era la ""leggendaria"" portinaia del palazzo, conosceva tutti coloro che entravano e uscivano dall'abitazione e protegge la sede dalle incursioni della polizia.",,"""Donne a Torino nel Novecento"", M. Filippa, Edizioni del Capricorno, 2017",,"[7.6745646,45.0730203]","portinaia",
